Kelime ID,Almanca Kelime,Frekans,Türkçe Anlamý
19497,Johansson,1,
19499,Johnny,1,
19501,Jonaplatz,1,
19506,Jong,1,
19508,Joona,1,
19509,Jordi,1,
19516,Josep,1,
19518,Joseph,1,
19519,Josh,1,
19520,Josip,1,
19522,Jost,1,
19523,Jota,1,
19524,Journalistenjahr,1,
19525,Journalistinnen,1,
19526,Joutseno,1,
19527,Joy-Chantal,1,
19528,JoyToKey,1,
19529,Joysticks,1,
19532,Jubel,1,
19534,Jubelstimmung,1,
19535,Jubiläumsspiel,1,
19536,Judentum,1,
19537,Judentums,1,
19539,Judoka,1,
19540,Jugendarbeit,1,
19542,Jugendbereich,1,
19543,Jugendbeteiligung,1,
19544,Jugendfeuerwehr,1,
19545,Jugendfeuerwehren,1,
19546,Jugendherberge,1,
19547,Jugendorchestern,1,
19548,Jugendorganisation,1,
19549,Jugendplatz,1,
19550,Jugendroman,1,
19551,Jugendrotkreuz,1,
19552,Jugendspieler,1,
19553,Jugendstrafvollstreckung,1,
19554,Jugendstücke,1,
19555,Jugendtheater,1,
19556,Jugendzentrum,1,
19557,Jule,1,
19558,Julen,1,
19565,Juliane,1,
19566,Julius,1,
19567,Jungbrunnen,1,
19570,Jungfernstieg,1,
19571,Junggesellen,1,
19572,Jungköche,1,
19573,Jungstar,1,
19574,Jungtiere,1,
19576,Juni-Wochenende,1,
19577,Junior-Unternehmen,1,
19578,Junioren-Nationalspieler,1,
19579,Juniorennationalspieler,1,
19580,Junius-Stiftung,1,
19581,Junya,1,
19582,Jupp,1,
19584,Jura,1,
19585,Jurendic,1,
19586,Jurist,1,
19587,Juristen,1,
19588,Jury-Mitglied,1,
19589,Juskowiak,1,
19590,Justizbeamte,1,
19591,Justizbeamten,1,
19592,Justizministerin,1,
19593,Justizministerium,1,
19594,Justizsystem,1,
19595,Justizwachtmeister,1,
19596,Justus-von-Liebig-Straße,1,
19598,Jutta,1,
19599,Juves,1,
19600,Juweliers,1,
19601,Jya,1,
19602,Jäger,1,
19603,Jägerhuber,1,
19604,Jägerstraße,1,
19605,Jöllenbeck,1,
19607,Jöri,1,
19608,Jörn,1,
19609,Jülichs,1,
19610,Jüly,1,
19616,Jürgens,1,
19617,K-Frage,1,
19623,KADEWE,1,
19625,KD,1,
19626,KDK-Empfehlungsbonus,1,
19628,KFC,1,
19629,KFD,1,
19630,KG,1,
19631,KGV,1,
19632,KI-Chatbot,1,
19633,KI-Chatbots,1,
19634,KI-Features,1,
19635,KI-Infrastruktur,1,
19636,KI-Kompetenzen,1,
19637,KI-Lösung,1,
19638,KI-Modelle,1,
19639,KI-Partner,1,
19640,KI-Plattformen,1,
19641,KI-Systeme,1,
19642,KI-Systemen,1,
19643,KI-Upscaling,1,
19644,KI-gesteuerter,1,
19645,KI-gestützter,1,
19646,KI-Überblicken,1,
19647,KMW-Aufsichtsratsvorsitzende,1,
19648,KOF,1,
19649,KPMG,1,
19650,KSH,1,
19651,KTM,1,
19652,KTM-Fahrer,1,
19653,KTM-Pakets,1,
19654,KV,1,
19655,KV-Praxis,1,
19656,KVWL,1,
19657,KZ-Häftlinge,1,
19658,Kaase,1,
19660,Kabelfernsehen,1,
19661,Kabelnetzbetreiber,1,
19662,Kabelstörung,1,
19663,Kabinettsmitglied,1,
19664,Kabul,1,
19665,Kacheln,1,
19666,Kaderplanung,1,
19667,Kaderstellen,1,
19668,Kadertraining,1,
19669,Kadyrow,1,
19671,Kaffeegetränke,1,
19672,Kaffeevollautomaten,1,
19673,Kagarlizky,1,
19674,Kagels,1,
19675,Kagran,1,
19676,Kahl,1,
19677,Kahla,1,
19678,Kahoot-Quiz,1,
19681,Kaineder,1,
19682,Kainischmoor,1,
19683,Kainz,1,
19686,Kaiser-Franz-Denkmal,1,
19687,Kaiserbad,1,
19688,Kaiserberge,1,
19689,Kaiserreichsgruppe,1,
19690,Kajetan,1,
19691,Kajetanowicz,1,
19692,Kakao-Vorkommens,1,
19693,Kakaoplantagen,1,
19694,Kaktus-Farce,1,
19695,Kalajdzic,1,
19696,Kaliangebots,1,
19697,Kalipreis,1,
19698,Kalkül,1,
19699,Kallen,1,
19700,Kalorienzufuhr,1,
19701,Kalteis,1,
19702,Kaltmiete,1,
19703,Kambodscha,1,
19705,Kamera-Software,1,
19706,Kamerainstallation,1,
19707,Kameramann,1,
19708,Kamerun,1,
19709,Kamil,1,
19711,Kammermusik,1,
19712,Kammerobmann,1,
19713,Kammertänzer,1,
19714,Kamp-Lintfort,1,
19715,Kamp-Lintforts,1,
19716,Kampagnen,1,
19717,Kampagnenpräsentation,1,
19718,Kampagnensprecher,1,
19720,Kampfflugzeug,1,
19721,Kampfflugzeuge,1,
19722,Kampfflugzeugen,1,
19723,Kampfgeist,1,
19724,Kampfhandlungen,1,
19725,Kampfjet-Produzenten,1,
19726,Kampfjets,1,
19727,Kampfmittelräumdienst,1,
19728,Kampfmoral,1,
19729,Kampfs,1,
19730,Kampfsport,1,
19731,Kampfsystem,1,
19732,Kampftest,1,
19733,Kampftruppen,1,
19734,Kampfturnier,1,
19735,Kampnagel,1,
19736,Kamuy,1,
19737,Kanadier,1,
19738,Kanaldeckels,1,
19739,Kanalisation,1,
19740,Kanalschwimmer,1,
19741,Kanaren,1,
19742,Kandidatinnen,1,
19743,Kandidatur,1,
19744,Kane-Chance,1,
19745,Kaninchen,1,
19746,Kannibalen,1,
19747,Kannibalenklassiker,1,
19748,Kanon-Wettbewerb,1,
19749,Kante,1,
19755,Kantonalbank,1,
19756,Kantone,1,
19757,Kantons,1,
19759,Kantonsrat,1,
19760,Kanu,1,
19761,Kanuboot,1,
19762,Kanzleien,1,
19763,Kanzleramt,1,
19764,Kanzlerin,1,
19765,Kanzlerkandidat,1,
19766,Kanzlerkandidaten,1,
19767,Kapazitätsanpassung,1,
19768,Kapellensanierung,1,
19769,Kapellmeister,1,
19772,Kapitalerhöhung,1,
19773,Kapitalerträge,1,
19774,Kapitalerträgen,1,
19775,Kapitalgewinnen,1,
19776,Kapitalmärkten,1,
19777,Kapitols,1,
19778,Kapitänin,1,
19779,Kapitänsbinde,1,
19780,Kappelrodecks,1,
19781,Kapverden,1,
19782,Kapverdischen,1,
19783,Karaman,1,
19784,Kardashian,1,
19785,Karel,1,
19787,Kargl,1,
19788,Karibik,1,
19789,Karic,1,
19793,Karina,1,
19794,Karins,1,
19795,Karken,1,
19803,Karl-Heinz,1,
19805,Karl-Lederer-Platz,1,
19807,Karl-Marx-Ring,1,
19808,Karl-Marx-Stadt,1,
19809,Karlach,1,
19810,Karls,1,
19811,Karlsbader,1,
19813,Karlsfeld,1,
19814,Karlsplatz,1,
19816,Karnevalist,1,
19817,Karnevalsmotto,1,
19818,Karnickel,1,
19819,Karpacz,1,
19820,Karpf,1,
19821,Karrenbauer,1,
19822,Karriere-Coach,1,
19823,Karriere-Ende,1,
19824,Karrierechancen,1,
19825,Karrieren,1,
19826,Karsten,1,
19828,Kartenlesegerät,1,
19829,Kartenmaterials,1,
19830,Kartierung,1,
19831,Kartoffelsalat,1,
19832,Kartons,1,
19833,Kaserne,1,
19835,Kasper,1,
19836,Kassa,1,
19837,Kasseler,1,
19838,Kassen-Allgemeinmediziner,1,
19839,Kassenautomaten,1,
19840,Kassenbericht,1,
19841,Kassenbons,1,
19842,Kassenlage,1,
19843,Kassenprüfer,1,
19844,Kassenschlager,1,
19845,Kastanienaktion,1,
19846,Kastanienbäume,1,
19847,Kastanienfest,1,
19848,Kastellaun,1,
19849,Kastri,1,
19850,Kastulusmünsters,1,
19851,Katalonien,1,
19852,Katastralen,1,
19853,Katastrophe,1,
19859,Kathy,1,
19860,Katie,1,
19864,Katschberg,1,
19865,Katz,1,
19866,Katze,1,
19867,Katzwinkel,1,
19869,Kaufhaus-Kette,1,
19870,Kaufland-Filiale,1,
19871,Kaufmann,1,
19872,Kaufmanns,1,
19873,Kaufmannschaft,1,
19874,Kaufsignal,1,
19875,Kaufvertrag,1,
19876,Kaufzurückhaltung,1,
19877,Kaugummi,1,
19878,Kaulitz,1,
19879,Kaup-Hasler,1,
19880,Kaution,1,
19881,Kautionsbüros,1,
19882,Kavalierstraße,1,
19883,Kay,1,
19884,Kebab,1,
19885,Kegelrobben,1,
19886,Kehlmann,1,
19887,Kehrwieder,1,
19888,Keim,1,
19892,Keith,1,
19894,Kelce,1,
19895,Kelchen,1,
19896,Kelle,1,
19897,Kellergassenfest,1,
19898,Kellertreppe,1,
19899,Kellerverschlägen,1,
19900,Kellerwände,1,
19901,Kellogg,1,
19902,Kelly,1,
19903,Kelpper,1,
19904,Kelten,1,
19905,Kelvin,1,
19906,Kematen,1,
19907,Kempelen,1,
19908,Kempen,1,
19909,Kemper,1,
19910,Kenianer,1,
19911,Kennarten,1,
19912,Kennartengruppen,1,
19913,Kennedy,1,
19914,Kennenlernen,1,
19915,Kenneth,1,
19917,Kenntnis,1,
19918,Kenntnisnahme,1,
19919,Kennzahlen,1,
19920,Kenya,1,
19921,Keramikgeschäft,1,
19922,Keramikplatten,1,
19923,Kerb,1,
19924,Kerbcher,1,
19925,Kerbe,1,
19926,Kerber,1,
19927,Kernauftrag,1,
19928,Kernel,1,
19929,Kerngeschäft,1,
19930,Kernkraftwerke,1,
19931,Kernpunkte,1,
19932,Kernschmelze,1,
19933,Kernseife,1,
19934,Kernwaffen,1,
19935,Kernzahl,1,
19936,Kernzone,1,
19937,Kerschek,1,
19938,Kerstin,1,
19939,Kertsch-Brücke,1,
19941,Kesselbergstrecke,1,
19942,Kessler,1,
19943,Kettig,1,
19944,Kettner,1,
19945,Keuchhusten,1,
19946,Keuter,1,
19947,Kevelaer,1,
19951,KfW,1,
19952,Kfz-Haftpflichtversicherung,1,
19953,Khans,1,
19955,Khoroshun,1,
19956,Khruangbin,1,
19957,Kian,1,
19959,Kiedrowski,1,
19960,Kiefer,1,
19961,Kiefern,1,
19962,Kiefernwäldchens,1,
19963,Kiefers,1,
19964,Kieker,1,
19965,Kiel-Marketing,1,
19966,Kieler,1,
19968,Kiels,1,
19969,Kiesenhofer,1,
19970,Kieser,1,
19971,Kiez,1,
19972,Kießler,1,
19973,Kilb,1,
19974,Kilde,1,
19975,Kilian,1,
19976,Kilimandscharo,1,
19977,Kilis,1,
19978,Killers,1,
19979,Kilometerpauschale,1,
19980,Kilowattstunde,1,
19981,Kilowattstunden,1,
19985,Kimmich-Chipp,1,
19986,Kimmy,1,
19987,Kinder-Kili,1,
19988,Kinderarzt,1,
19989,Kinderarztpraxis,1,
19990,Kinderbeistand,1,
19991,Kinderbetreuungsgeldes,1,
19992,Kinderbiennale,1,
19993,Kinderfreibetrag,1,
19994,Kindergeburtstag,1,
19995,Kindergeld,1,
19996,Kindergrundsicherung,1,
19997,Kinderhaus,1,
19998,Kinderkarussell,1,
19999,Kinderklinik,1,
20000,Kinderkram,1,
20001,Kinderpflege-Ausbildung,1,
20002,Kinderplanschbecken,1,
20003,Kinderprogramm,1,
20004,Kinderrechte,1,
20005,Kinderschminken,1,
20006,Kinderschwimmweste,1,
20007,Kinderspiele,1,
20008,Kindertagesstätte,1,
20009,Kinderwagen,1,
20010,Kinderwunschbehandlung,1,
20011,Kinderzuschlags,1,
20012,Kinderärzten,1,
20013,Kindlmann,1,
20014,Kindsmüller,1,
20017,Kingswood,1,
20018,Kino-Besuche,1,
20019,Kinoepos,1,
20020,Kinoprogramm,1,
20021,Kinos,1,
20022,Kinschal,1,
20023,Kinzigtal,1,
20024,Kiosks,1,
20025,Kipchoge,1,
20026,Kira,1,
20027,Kirby,1,
20028,Kirchberg,1,
20029,Kirchdorfs,1,
20031,Kirchenchöre,1,
20032,Kirchengemeinden,1,
20033,Kirchenkreis,1,
20034,Kirchenoberhäupter,1,
20035,Kirchenraum,1,
20036,Kirchensteuer,1,
20037,Kirchheimer,1,
20038,Kirchhof,1,
20039,Kirchhörde,1,
20040,Kirchner,1,
20041,Kirchplatz,1,
20042,Kirisits,1,
20043,Kirk,1,
20044,Kirmesbesucher,1,
20045,Kirschkernkissen,1,
20046,Kirsten,1,
20048,Kissen,1,
20049,Kissingen,1,
20050,Kisten,1,
20051,Kita-Beschäftigte,1,
20052,Kita-Kinder,1,
20053,Kitahelfer,1,
20054,Kittel,1,
20055,Kittsee,1,
20056,Kitzbühel,1,
20057,Kitzbüheler,1,
20058,Kiziltepe,1,
20059,Kizina,1,
20060,Klagenfurts,1,
20061,Klammroth,1,
20062,Klangwucht,1,
20063,Klarvienett,1,
20065,Klassenkameradin,1,
20066,Klassennzimmer,1,
20067,Klassenverbleib,1,
20068,Klassikern,1,
20069,Klassikliebhaber,1,
20070,Klatt,1,
20071,Klau,1,
20072,Klaudia,1,
20077,Klebeaktionen,1,
20078,Kleber,1,
20079,Kleeblatts,1,
20080,Kleeschen,1,
20081,Kleespies,1,
20082,Klefisch,1,
20083,Kleiderschrank,1,
20084,Kleidungsstücke,1,
20087,Klein-Krotzenburg,1,
20088,Kleindienst,1,
20090,Kleingartenverein,1,
20091,Kleinkind,1,
20092,Kleinkraftrad,1,
20093,Kleinkram,1,
20094,Kleinpartei,1,
20095,Kleinschreibung,1,
20096,Kleinwagen,1,
20097,Klem,1,
20098,Klenner,1,
20099,Kletkamp,1,
20100,Kletterer,1,
20102,Klettertreff,1,
20103,Kleve,1,
20104,Klever,1,
20105,Klick,1,
20106,Klicks,1,
20107,Kliffs,1,
20109,Klimaaktivistin,1,
20110,Klimafolgenanpassung,1,
20111,Klimaneutralität,1,
20112,Klimapläne,1,
20113,Klimaschutzgesetzes,1,
20114,Klimaschützer,1,
20115,Klimawirkung,1,
20116,Klimmach,1,
20117,Kliniken,1,
20118,Klinikum,1,
20119,Klippe,1,
20120,Klo,1,
20121,Kloeppel,1,
20122,Klog,1,
20123,Klon,1,
20124,Klosteine,1,
20125,Kloster,1,
20126,Klosterneuburger,1,
20127,Klosterneuburgerinnen,1,
20128,Kloten,1,
20129,Klotz,1,
20130,Kloz,1,
20131,Kloß,1,
20132,Klub-WM,1,
20133,Klublegende,1,
20134,Klubobmann,1,
20135,Kluge,1,
20136,Kluges,1,
20137,Klägern,1,
20138,Kläranlage,1,
20139,Kläranlagen,1,
20141,Klöckner,1,
20142,Klöve,1,
20143,Klützer,1,
20144,Knalleffekt,1,
20145,Knaller-Partien,1,
20146,Knappheit,1,
20147,Knast,1,
20148,Knechtl,1,
20149,Kneipen,1,
20150,Knezevic,1,
20152,Kniebeschwerden,1,
20153,Kniegelenk,1,
20154,Knieproblemen,1,
20155,Kniescheiben,1,
20156,Knieverletzung,1,
20157,Knoblauch,1,
20158,Knoblauch-Paste,1,
20159,Knoche,1,
20160,Knochenmarködem,1,
20161,Knockouts,1,
20162,Knoll,1,
20163,Knolle,1,
20164,Knollengemüse,1,
20165,Knop,1,
20166,Knopfaugen,1,
20167,Knopfdruck,1,
20168,Knopfler,1,
20169,Knossalla,1,
20170,Knossi,1,
20171,Knoten,1,
20172,Know-how,1,
20173,Knowledge,1,
20174,Knudsen,1,
20175,Koalitionspartner,1,
20176,Koalitionsverhandlungen,1,
20177,Kobel,1,
20178,Koblenz,1,
20179,Koblenzer,1,
20180,Koc,1,
20182,Kocher,1,
20183,Kochs,1,
20184,Kocych,1,
20185,Kodiaq,1,
20186,Koeder,1,
20187,Koettnitz,1,
20188,Koffein,1,
20190,Kofu,1,
20191,Kogler,1,
20192,Kohlendioxid,1,
20193,Kohlenhändler,1,
20194,Kohlenmonoxidvergiftung,1,
20195,Kohn,1,
20196,Kohortenstudie,1,
20197,Kohäsionspolitik,1,
20198,Kokosnusscreme,1,
20199,Koland,1,
20200,Kolba,1,
20201,Koll,1,
20202,Kollaboration,1,
20203,Kollegium,1,
20204,Kollegs,1,
20205,Kollektion,1,
20206,Kollektivvertrag,1,
20207,Kollektivvertragsanpassungen,1,
20208,Kolly,1,
20209,Kolmer,1,
20210,Kolo,1,
20211,Kolpingchor,1,
20212,Kolportiert,1,
20213,Kolumnistin,1,
20214,Kombi-Tradition,1,
20215,Komfortzone,1,
20216,Komiker,1,
20217,Komisches,1,
20218,Komitee,1,
20219,Kommandant,1,
20220,Kommandant-Stellvertreter,1,
20221,Kommandeur,1,
20222,Kommandotrakt,1,
20223,Kommentaren,1,
20224,Kommentatoren-Kabine,1,
20225,Kommissariat,1,
20226,Kommissions-Empfehlungen,1,
20227,Kommissionsmitglieder,1,
20229,Kommune,1,
20230,Kommunikationsagenturen,1,
20231,Kommunikationsdirektorin,1,
20232,Kommunikationsprobleme,1,
20233,Kommunikationsstandard,1,
20234,Kommunistenführer,1,
20235,Komparsinnen,1,
20236,Kompetenzstrukturen,1,
20237,Komplettsanierung,1,
20239,Komplexität,1,
20240,Komponenten,1,
20241,Kompositionen,1,
20242,Kompression,1,
20243,Kompromissen,1,
20244,Komsomolskaja,1,
20246,Komödie,1,
20247,Konditionen,1,
20248,Konditorei,1,
20249,Konditorin,1,
20250,Konditormeister,1,
20251,Konferenzzentren,1,
20252,Konfidenzniveaus,1,
20253,Konfiguration,1,
20254,Konfliktcoach,1,
20255,Konfliktes,1,
20256,Konflikts,1,
20257,Konfrontation,1,
20258,Konföderation,1,
20260,Kong,1,
20261,Kongo,1,
20262,Kongress,1,
20263,Kongressabgeordnete,1,
20264,Kongresshalle,1,
20265,Konifere,1,
20266,Konjunkturbericht,1,
20267,Konjunkturprognosen,1,
20268,Konjunkturschwäche,1,
20269,Konjunkturzyklen,1,
20270,Konkurrent,1,
20271,Konkurrenzkampf,1,
20274,Konrad-Adenauer-Brücke,1,
20275,Konradsheim,1,
20276,Konsens,1,
20279,Konservatorium,1,
20280,Konserve,1,
20281,Konsole,1,
20282,Konstanz,1,
20283,Konstrukteurswertung,1,
20284,Konsument,1,
20285,Konsumenten,1,
20286,Konsumentenmüll,1,
20287,Konsumgewohnheiten,1,
20288,Konsumseite,1,
20289,Kontaktaufnahme,1,
20290,Kontakten,1,
20291,Kontalis,1,
20292,Kontinent,1,
20293,Kontinentalvergleich,1,
20294,Kontrahenten,1,
20295,Kontrakts,1,
20296,Kontrast,1,
20297,Kontroll-MRT,1,
20298,Kontrolleuren,1,
20299,Kontrollfahrten,1,
20300,Kontrollgang,1,
20301,Kontrollmaßnahmen,1,
20302,Kontrollstellen,1,
20303,Konversation,1,
20304,Konzeptlosigkeit,1,
20305,Konzernangaben,1,
20306,Konzernbetriebsrats,1,
20307,Konzernchef,1,
20308,Konzerne,1,
20310,Konzertbühnen,1,
20311,Konzertbüro,1,
20312,Konzertforum,1,
20313,Konzertkasse,1,
20314,Konzerts,1,
20315,Konzertsälen,1,
20316,Konzessionsgebiets,1,
20317,Kooky-Box,1,
20318,Kooperationsmöglichkeiten,1,
20319,Koordinatorin,1,
20321,Koordinierungsrolle,1,
20322,Kopelent,1,
20323,Kopelke,1,
20324,Kopenhagen,1,
20325,Kopf-Hals-Bereich,1,
20326,Kopfabschneider,1,
20327,Kopfballs,1,
20328,Kopfhörerausgang,1,
20329,Kopfmensch,1,
20330,Kopfschüssen,1,
20331,Kopfschütteln,1,
20332,Kopftuch,1,
20333,Kopfverletzung,1,
20334,Koppenberg,1,
20335,Koppigen,1,
20336,Korallenriffen,1,
20337,Koran,1,
20338,Korbach,1,
20339,Korbinian,1,
20340,Kordel,1,
20341,Koreakrieg,1,
20342,Koreanischen,1,
20343,Kormbaki,1,
20344,Korn,1,
20346,Korrektheit,1,
20347,Korrekturen,1,
20348,Korrelation,1,
20349,Korruptionsfälle,1,
20350,Korruptionsindex,1,
20351,Korruptionsvorwürfe,1,
20352,Kosaner,1,
20353,Kosian,1,
20354,Koslowski,1,
20355,Kosmetikerin,1,
20356,Kosmetikstudios,1,
20357,Kosmo,1,
20358,Kosmodrom,1,
20360,Kosovaren,1,
20361,Kosovo-Konflikt,1,
20362,Kostenmanagement,1,
20363,Kostenmehrung,1,
20364,Kostenposten,1,
20365,Kostenpunkt,1,
20366,Kostenrechnung,1,
20368,Kostner,1,
20369,Kostprobe,1,
20370,Koststufen-Formen,1,
20371,Kostüm-Ausstellung,1,
20372,Kostümhändler,1,
20373,Kotow,1,
20374,Kotschanowa,1,
20375,Kovacs,1,
20376,Kovalainen,1,
20377,Krachen,1,
20378,Krack,1,
20379,Krafft,1,
20380,Kraftakt,1,
20381,Kraftfahrzeugtechniker,1,
20382,Kraftklub,1,
20383,Kraftmeiereien,1,
20384,Kraftreserven,1,
20385,Kraftsportverein,1,
20386,Kraftwerks,1,
20387,Kraicker,1,
20388,Kramer,1,
20389,Kran,1,
20391,Krankenhauschef,1,
20392,Krankenhausreform,1,
20393,Krankenhauszukunftsgesetz,1,
20394,Krankenhäusern,1,
20395,Krankenkassen,1,
20396,Krankenpflege,1,
20397,Krankenschwester,1,
20398,Krankenschwestern,1,
20399,Krankenstand,1,
20400,Krankenstände,1,
20401,Krankenversicherer,1,
20402,Krankenversicherte,1,
20403,Krankenversicherten,1,
20404,Krankenversicherung,1,
20405,Krankheitsbedingte,1,
20406,Krankheitserreger,1,
20407,Krankheitstage,1,
20408,Krankheitsverlaufs,1,
20409,Krankschreibung,1,
20410,Kranz,1,
20411,Kratzer,1,
20412,Kratzfläche,1,
20413,Kratzwunden,1,
20414,Kraus-Winkler,1,
20415,Krause,1,
20416,Krauss,1,
20417,Krauth,1,
20418,Krautsalat,1,
20419,Krawietz,1,
20420,Kreationen,1,
20422,Krebsgeschichte,1,
20423,Krebssperren,1,
20424,Krebstherapien,1,
20425,Krechel,1,
20427,Kredite,1,
20428,Kreditgewährung,1,
20429,Kreditorenverbandes,1,
20430,Kredits,1,
20431,Kreditwürdigkeit,1,
20432,Krefelds,1,
20433,Kreibich,1,
20442,Kreisausschuss,1,
20443,Kreises,1,
20444,Kreisfeuerwehrverband,1,
20445,Kreisgericht,1,
20446,Kreisgrabenanlagen,1,
20447,Kreishaus,1,
20448,Kreisjägermeister,1,
20449,Kreisklinik,1,
20450,Kreisoberliga-Toptorjäger,1,
20451,Kreispokalspiel,1,
20452,Kreissynode,1,
20453,Kreistags,1,
20454,Kreistagswahlen,1,
20455,Kreisverband,1,
20456,Kreitmair,1,
20457,Kreke,1,
20458,Krell,1,
20459,Kreml-Kritiker,1,
20460,Kreml-Sprecher,1,
20461,Krems,1,
20462,Krengel,1,
20463,Kretschmers,1,
20465,Kreuzberg,1,
20466,Kreuzbund,1,
20467,Kreuze,1,
20468,Kreuzen,1,
20469,Kreuzes,1,
20470,Kreuzfahrt,1,
20471,Kreuzfahrtschiffen,1,
20472,Kreuzfahrtschiffes,1,
20473,Kreuzfahrtterminals,1,
20474,Kreuzfeuer,1,
20475,Kreuzstein,1,
20476,Kriechmayr,1,
20478,Krieg-der-Sterne-Universum,1,
20479,Kriege,1,
20480,Krieger,1,
20481,Kriegführung,1,
20482,Kriegsflüchtlinge,1,
20483,Kriegsgeräte,1,
20484,Kriegsgeschehen,1,
20485,Kriegshandlungen,1,
20486,Kriegsmaschinerie,1,
20487,Kriegsmunition,1,
20488,Kriegsparteien,1,
20489,Kriegsrecht,1,
20490,Kriegstrophäen,1,
20491,Kriminalitätsstatistik,1,
20492,Kriminalpolizei,1,
20493,Kriminalpsychiater,1,
20495,Krimispannung,1,
20496,Krippenbauer,1,
20497,Krippentour,1,
20498,Krisengebieten,1,
20499,Krisensitzung,1,
20500,Krisenzeiten,1,
20501,Kristalle,1,
20502,Kristina,1,
20504,Kritikerinnen,1,
20505,Kritikern,1,
20506,Kritikpunkt,1,
20507,Kritikpunkte,1,
20509,Kroaten,1,
20510,Kroatinnen,1,
20511,Kroemer,1,
20512,Kronberger,1,
20515,Kronenfläche,1,
20516,Kronjuwelenhochzeit,1,
20517,Kronprinz,1,
20518,Kronprinzessin,1,
20519,Kronreif,1,
20520,Kronskamp,1,
20521,Kronzeugen,1,
20522,Kroos,1,
20523,Krull,1,
20524,Krulls,1,
20525,Krumböck,1,
20526,Krupp,1,
20527,Krypto-Leitwährung,1,
20528,Kräfteverhältnissen,1,
20529,Krämer,1,
20530,Kräuter,1,
20531,Kräuterdips,1,
20532,Kräutermischung,1,
20533,Kräutersegnung,1,
20534,Kröber,1,
20535,Krönung,1,
20536,Krönungsmesse,1,
20537,Krösche,1,
20538,Kröte,1,
20539,Krüppelwalmdach,1,
20540,Kuala,1,
20542,Kuba,1,
20543,Kuban,1,
20544,Kubat,1,
20545,Kubikmeter,1,
20546,Kuffern,1,
20547,Kufstein,1,
20548,Kuga,1,
20549,Kuhnt,1,
20550,Kujau,1,
20551,Kukic,1,
20552,Kukuk,1,
20553,Kulenkamp,1,
20554,Kulinarik,1,
20556,Kulmbacher,1,
20558,Kult,1,
20560,Kultfaktor,1,
20561,Kultiviertes,1,
20563,Kulturanthropologie,1,
20565,Kulturausschuss,1,
20566,Kulturjahr,1,
20567,Kulturlandschaften,1,
20568,Kulturliebhabern,1,
20569,Kulturstaatsministerin,1,
20570,Kulturstadträtin,1,
20571,Kulturstätten,1,
20572,Kulturveranstalter,1,
20573,Kulturzentrums,1,
20574,Kultusministerin,1,
20575,Kultusministeriums,1,
20576,Kumberg,1,
20577,Kumpfmüllers,1,
20579,Kundenbeziehung,1,
20580,Kundenkreis,1,
20581,Kundin,1,
20582,Kunstfigur,1,
20583,Kunstflugstaffel,1,
20584,Kunstfreiheit,1,
20585,Kunstfälscher,1,
20586,Kunstführung,1,
20587,Kunstgebäude,1,
20588,Kunsthandwerker,1,
20589,Kunsthandwerkermarkts,1,
20590,Kunstminister,1,
20591,Kunstmuseum,1,
20593,Kunstorte,1,
20594,Kunststoff-Chips,1,
20595,Kunststoff-Geschäft,1,
20596,Kunststoffabfälle,1,
20597,Kunstströmung,1,
20598,Kunststück,1,
20599,Kunstsymposium,1,
20600,Kunstsystems,1,
20601,Kunstwerke,1,
20602,Kunstwerken,1,
20603,Kunze,1,
20604,Kupfer-Töne,1,
20605,Kupfercyanid,1,
20606,Kupferkabel,1,
20607,Kupferproduktion,1,
20610,Kuratorin,1,
20611,Kuratorium,1,
20612,Kuratoriumsvorsitzender,1,
20613,Kurbelwelle,1,
20614,Kurden,1,
20615,Kurfürstendamm,1,
20616,Kurfürstenstraße,1,
20618,Kurier,1,
20619,Kurios,1,
20620,Kurpark,1,
20621,Kursaal,1,
20622,Kurseuphorie,1,
20623,Kursfeuerwerk,1,
20624,Kursgewinne,1,
20625,Kurskollegin,1,
20626,Kursleiter,1,
20627,Kurt-Josef,1,
20628,Kurt-Schumacher-Brücke,1,
20629,Kurz-Koalition,1,
20630,Kurzarbeitergeld,1,
20631,Kurzausbildungen,1,
20632,Kurzeinsätze,1,
20633,Kurzgeschichten,1,
20635,Kuschelkissen,1,
20636,Kuss,1,
20637,Kutschfahrt,1,
20638,Kuvert,1,
20639,Kvandal,1,
20640,Kvaratskhelia,1,
20641,Kwarteng,1,
20642,Kyiv,1,
20643,Kyivstar-Netz,1,
20646,Kyocera,1,
20647,Käerjeng,1,
20651,Kämpfer,1,
20652,Kämpfern,1,
20653,Kärcher,1,
20655,Kärntnerin,1,
20656,Käse,1,
20657,Käse-Schnäppchen,1,
20658,Käsehaus,1,
20659,Käseplatte,1,
20660,Käsesauce,1,
20661,Käsesorten,1,
20662,Kästen,1,
20663,Käuferinnen,1,
20664,Käuferliste,1,
20665,Köche,1,
20666,Köchel-Verzeichnis,1,
20667,Köchin,1,
20670,Könige,1,
20671,Königsbrücker,1,
20673,Königsfamilie,1,
20674,Königslimit,1,
20675,Königsschießen,1,
20676,Königswürde,1,
20677,Köniz,1,
20679,Köpfe,1,
20680,Köpfen,1,
20681,Köppen,1,
20682,Körnchen,1,
20683,Körner,1,
20684,Körner-Platz,1,
20685,Körperflüssigkeiten,1,
20686,Körpergrösse,1,
20687,Körperkontakts,1,
20688,Körperlichkeit,1,
20689,Körpers,1,
